msg_id,timestamp_raw,timestamp_et,date_et,time_et,hour_et,minute_et,day_of_week,has_image,image_file,text,msg_type,spx_levels,main_level,stop_level,below_level,above_level,is_hero,has_hourly_stop,has_daily_stop,is_scalper,source_file,spy_at_alert,spx_approx_at_alert,otm_pct,distance_from_level,spx_above_level,option_strike_used,option_ticker,option_price_at_alert,option_price_eod,option_max_after_alert,option_min_after_alert,option_pct_gain_max,option_pct_loss_max,is_winner,is_loser,time_to_max_minutes
29665,29.01.2026 21:55:18 UTC+03:00,2026-01-29 13:55:18,2026-01-29,13:55,13,55,Thursday,True,photos/photo_21248@29-01-2026_21-55-18.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29666,29.01.2026 21:55:18 UTC+03:00,2026-01-29 13:55:18,2026-01-29,13:55,13,55,Thursday,True,photos/photo_21249@29-01-2026_21-55-18.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29673,29.01.2026 22:31:13 UTC+03:00,2026-01-29 14:31:13,2026-01-29,14:31,14,31,Thursday,True,photos/photo_21253@29-01-2026_22-31-13.jpg,$SPX PUT HERO⚡️ مناسب ادنى 6962-6955⛔️,SPX_PUT_HERO,"6962,6955",6962.0,,6962.0,,True,False,False,False,telegram_data/messages.html,691.76,6917.6,-0.642,-44.4,False,,,,,,,,,,,
29674,29.01.2026 22:34:20 UTC+03:00,2026-01-29 14:34:20,2026-01-29,14:34,14,34,Thursday,True,photos/photo_21254@29-01-2026_22-34-20.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29675,29.01.2026 22:34:20 UTC+03:00,2026-01-29 14:34:20,2026-01-29,14:34,14,34,Thursday,True,photos/photo_21255@29-01-2026_22-34-20.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29676,29.01.2026 22:34:20 UTC+03:00,2026-01-29 14:34:20,2026-01-29,14:34,14,34,Thursday,True,photos/photo_21256@29-01-2026_22-34-20.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29730,30.01.2026 20:35:06 UTC+03:00,2026-01-30 12:35:06,2026-01-30,12:35,12,35,Friday,True,photos/photo_21302@30-01-2026_20-35-06.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29732,30.01.2026 20:35:14 UTC+03:00,2026-01-30 12:35:14,2026-01-30,12:35,12,35,Friday,True,photos/photo_21304@30-01-2026_20-35-14.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29734,30.01.2026 20:35:22 UTC+03:00,2026-01-30 12:35:22,2026-01-30,12:35,12,35,Friday,True,photos/photo_21306@30-01-2026_20-35-22.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29736,30.01.2026 20:35:31 UTC+03:00,2026-01-30 12:35:31,2026-01-30,12:35,12,35,Friday,True,photos/photo_21308@30-01-2026_20-35-31.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29738,30.01.2026 20:35:38 UTC+03:00,2026-01-30 12:35:38,2026-01-30,12:35,12,35,Friday,True,photos/photo_21310@30-01-2026_20-35-38.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29740,30.01.2026 20:35:46 UTC+03:00,2026-01-30 12:35:46,2026-01-30,12:35,12,35,Friday,True,photos/photo_21312@30-01-2026_20-35-46.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29742,30.01.2026 20:35:53 UTC+03:00,2026-01-30 12:35:53,2026-01-30,12:35,12,35,Friday,True,photos/photo_21314@30-01-2026_20-35-53.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29763,30.01.2026 22:09:28 UTC+03:00,2026-01-30 14:09:28,2026-01-30,14:09,14,9,Friday,True,photos/photo_21332@30-01-2026_22-09-28.jpg,$SPX (W) PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29764,30.01.2026 22:09:28 UTC+03:00,2026-01-30 14:09:28,2026-01-30,14:09,14,9,Friday,True,photos/photo_21333@30-01-2026_22-09-28.jpg,$SPX (W) PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29765,30.01.2026 22:09:28 UTC+03:00,2026-01-30 14:09:28,2026-01-30,14:09,14,9,Friday,True,photos/photo_21334@30-01-2026_22-09-28.jpg,$SPX (W) PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29766,30.01.2026 22:09:28 UTC+03:00,2026-01-30 14:09:28,2026-01-30,14:09,14,9,Friday,True,photos/photo_21335@30-01-2026_22-09-28.jpg,$SPX PUT HERO⚡️ من أربـاحــــك💰,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html,,,,,,,,,,,,,,,,
29810,02.02.2026 11:14:09 UTC+03:00,2026-02-02 03:14:09,2026-02-02,03:14,3,14,Monday,True,photos/photo_21358@02-02-2026_11-14-09.jpg,#US500 ⚡️ ادنى مناطق 6975-6950 ضارب PUT⛔️,SPX_PUT_ALERT,"6975,6950",6975.0,,,,False,False,False,False,telegram_data/messages2.html,,,,,,6975.0,O:SPXW260202P06975000,50.92,0.1,58.7,0.05,15.3,-99.9,False,True,375.85
29814,02.02.2026 15:53:46 UTC+03:00,2026-02-02 07:53:46,2026-02-02,07:53,7,53,Monday,True,photos/photo_21360@02-02-2026_15-53-46.jpg,#تحديث #US500 ⚡️ نضارب call ⚡️ أعلى 6858 ✅ والمخاطرة عاليه جداً ويكون الوقف ❌ دراية جلوبال يمديك تنفذ الأمر خارج السوق ☑️ ولاكن لا يوجد وقف خساره خارج السوق⛔️,SPX_CALL_ALERT,6858,6858.0,,,6858.0,False,False,False,False,telegram_data/messages2.html,689.05,6890.5,0.472,32.5,True,,,,,,,,,,,
29830,02.02.2026 17:39:18 UTC+03:00,2026-02-02 09:39:18,2026-02-02,09:39,9,39,Monday,True,photos/photo_21360@02-02-2026_15-53-46.jpg,#تحديث #US500 ⚡️ نضارب call ⚡️ أعلى 6858 ✅ والمخاطرة عاليه جداً ويكون الوقف ❌,SPX_CALL_ALERT,6858,6858.0,,,6858.0,False,False,False,False,telegram_data/messages2.html,691.945,6919.450000000001,0.888,61.5,True,,,,,,,,,,,
29835,02.02.2026 19:51:27 UTC+03:00,2026-02-02 11:51:27,2026-02-02,11:51,11,51,Monday,True,photos/photo_21367@02-02-2026_19-51-27.jpg,$SPX PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
29888,03.02.2026 23:21:38 UTC+03:00,2026-02-03 15:21:38,2026-02-03,15:21,15,21,Tuesday,True,photos/photo_21406@03-02-2026_23-21-38.jpg,$SPX ⚡️ تجاوز 6900-6905 ينفجر CALL🔥,SPX_CALL_ALERT,"6900,6905",6900.0,,,,False,False,False,False,telegram_data/messages2.html,687.03,6870.299999999999,-0.432,-29.7,False,6900.0,O:SPXW260203C06900000,4.0,17.2,19.0,3.56,375.0,-11.0,True,False,37.36666666666667
29891,03.02.2026 23:37:08 UTC+03:00,2026-02-03 15:37:08,2026-02-03,15:37,15,37,Tuesday,True,photos/photo_21407@03-02-2026_23-37-08.jpg,$SPX ⚡️ لا يرجع ادنى 6900-6895⛔️ أعلاها يكمل مضارب call😍🔥,SPX_CALL_ALERT,"6900,6895",6900.0,,6900.0,,False,False,False,True,telegram_data/messages2.html,688.58,6885.8,-0.206,-14.2,False,6900.0,O:SPXW260203C06900000,15.3,17.2,19.0,8.0,24.2,-47.7,False,True,21.866666666666667
30007,04.02.2026 23:08:01 UTC+03:00,2026-02-04 15:08:01,2026-02-04,15:08,15,8,Wednesday,True,photos/photo_21511@04-02-2026_23-08-01.jpg,#US500 !!!!! PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30051,05.02.2026 04:51:35 UTC+03:00,2026-02-04 20:51:35,2026-02-04,20:51,20,51,Wednesday,True,photos/photo_21544@05-02-2026_04-51-35.jpg,#US500 ⚡️ #تحديث 🟢CALL :6918 ( بتجاوز النقطة ) 🔴PUT :6889 ( بكسر النقطة ),SPX_PUT_ALERT,"6918,6889",6918.0,,,,False,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30060,05.02.2026 17:38:16 UTC+03:00,2026-02-05 09:38:16,2026-02-05,09:38,9,38,Thursday,True,photos/photo_21551@05-02-2026_17-38-16.jpg,$SPX (CALL HERO)⚡️ STOP 🛑 6790 ❌ ( 1H ),SPX_CALL_ALERT,6790,6790.0,6790.0,,,True,True,False,False,telegram_data/messages2.html,682.25,6822.5,0.476,32.5,True,6790.0,O:SPXW260205C06790000,68.15,9.1,71.75,1.5,5.3,-97.8,False,True,5.733333333333333
30063,05.02.2026 18:18:01 UTC+03:00,2026-02-05 10:18:01,2026-02-05,10:18,10,18,Thursday,True,photos/photo_21554@05-02-2026_18-18-01.jpg,$SPX ⛔️ CALL HERO⚡️ STOP 🛑 6790 ( اغلاق شمعة ساعة ) نراقب هالمناطق ☑️,SPX_CALL_ALERT,6790,6790.0,6790.0,,,True,False,False,False,telegram_data/messages2.html,677.89,6778.9,-0.164,-11.1,False,6790.0,O:SPXW260205C06790000,35.4,9.1,60.0,1.5,69.5,-95.8,True,True,147.98333333333332
30066,05.02.2026 18:39:39 UTC+03:00,2026-02-05 10:39:39,2026-02-05,10:39,10,39,Thursday,True,photos/photo_21557@05-02-2026_18-39-39.jpg,$SPX ⚡️ تجاوز 6800 جميل CALL HERO🟢 ادناها غير جيد ابداً ⛔️ عموما الكول مناسب الان للمضارب 🔥 الوقف بكسر 6760-6750❌,SPX_CALL_ALERT,"6800,6760,6750",6800.0,,,,True,False,False,True,telegram_data/messages2.html,677.58,6775.8,-0.357,-24.2,False,6800.0,O:SPXW260205C06800000,24.35,0.2,51.0,0.1,109.4,-99.6,True,True,127.35
30074,05.02.2026 21:44:13 UTC+03:00,2026-02-05 13:44:13,2026-02-05,13:44,13,44,Thursday,True,photos/photo_21564@05-02-2026_21-44-13.jpg,$SPX CALL HERO⚡️ يفشل باغلاق ساعة ادنى 6800❌,SPX_CALL_ALERT,6800,6800.0,,6800.0,,True,True,False,False,telegram_data/messages2.html,679.01,6790.1,-0.146,-9.9,False,6800.0,O:SPXW260205C06800000,20.54,0.2,38.19,0.1,85.9,-99.5,True,True,38.78333333333333
30121,06.02.2026 17:55:14 UTC+03:00,2026-02-06 09:55:14,2026-02-06,09:55,9,55,Friday,True,photos/photo_21602@06-02-2026_17-55-14.jpg,$SPX ( PUT HERO )⚡️ شخصياً⛔️ أدنى 6920-6900 بضارب بوت ☑️,SPX_PUT_HERO,"6920,6900",6920.0,,6920.0,,True,False,False,False,telegram_data/messages2.html,684.96,6849.6,-1.028,-70.4,False,6920.0,O:SPXW260206P06920000,54.65,0.05,64.74,0.03,18.5,-99.9,False,True,11.766666666666667
30135,06.02.2026 18:53:48 UTC+03:00,2026-02-06 10:53:48,2026-02-06,10:53,10,53,Friday,True,photos/photo_21610@06-02-2026_18-53-48.jpg,$SPX PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30139,06.02.2026 19:53:13 UTC+03:00,2026-02-06 11:53:13,2026-02-06,11:53,11,53,Friday,True,photos/photo_21613@06-02-2026_19-53-13.jpg,$SPX ( PUT HERO )⚡️ STOP 🛑 6920-6915 ❌,SPX_PUT_HERO,"6920,6915",6920.0,6920.0,,,True,False,False,False,telegram_data/messages2.html,687.91,6879.099999999999,-0.595,-40.9,False,6920.0,O:SPXW260206P06920000,25.6,0.05,30.28,0.03,18.3,-99.9,False,True,4.783333333333333
30178,09.02.2026 18:26:54 UTC+03:00,2026-02-09 10:26:54,2026-02-09,10:26,10,26,Monday,True,photos/photo_21627@09-02-2026_18-26-54.jpg,$SPX PUT HERO⚡️ مناسب للمضارب ادنى 6960-6955⛔️,SPX_PUT_HERO,"6960,6955",6960.0,,6960.0,,True,False,False,True,telegram_data/messages2.html,691.89,6918.9,-0.594,-41.1,False,6960.0,O:SPXW260209P06960000,23.45,0.05,25.0,0.03,6.6,-99.9,False,True,0.1
30207,10.02.2026 17:41:58 UTC+03:00,2026-02-10 09:41:58,2026-02-10,09:41,9,41,Tuesday,True,photos/photo_21655@10-02-2026_17-41-58.jpg,$SPX PUT HERO⚡️ ادنى نقاط 6995-6985⛔️ البوت يتفاعل بكسر 6950 🩸,SPX_PUT_HERO,"6995,6985,6950",6995.0,,,,True,False,False,False,telegram_data/messages2.html,693.5,6935.0,-0.865,-60.0,False,6995.0,O:SPXW260210P06995000,40.3,53.1,55.9,14.9,38.7,-63.0,False,True,375.03333333333336
30209,10.02.2026 18:14:41 UTC+03:00,2026-02-10 10:14:41,2026-02-10,10:14,10,14,Tuesday,True,photos/photo_21657@10-02-2026_18-14-41.jpg,⛔️ $SPX #تحديث ⚡️ مناطق الرفض ( 7000-6995 )⚠️ ادناها ضارب PUT❤️,SPX_PUT_ALERT,"7000,6995",7000.0,,,,False,False,False,False,telegram_data/messages2.html,695.01,6950.1,-0.718,-49.9,False,7000.0,O:SPXW260210P07000000,30.91,59.77,59.77,18.0,93.4,-41.8,True,True,341.31666666666666
30239,11.02.2026 16:40:29 UTC+03:00,2026-02-11 08:40:29,2026-02-11,08:40,8,40,Wednesday,True,photos/photo_21683@11-02-2026_16-40-29.jpg,#US500 ⚡️  PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30242,11.02.2026 17:34:46 UTC+03:00,2026-02-11 09:34:46,2026-02-11,09:34,9,34,Wednesday,True,photos/photo_21686@11-02-2026_17-34-46.jpg,$SPX #تحديث ⚡️⬇️ شخصياً أدنى 7015-7000 (PUT)⛔️ قـرارك☑️,SPX_PUT_ALERT,"7015,7000",7015.0,,7015.0,,False,False,False,False,telegram_data/messages2.html,695.9399,6959.398999999999,-0.799,-55.6,False,7015.0,O:SPXW260211P07015000,37.0,,101.0,32.58,173.0,-11.9,True,False,52.233333333333334
30255,11.02.2026 19:58:51 UTC+03:00,2026-02-11 11:58:51,2026-02-11,11:58,11,58,Wednesday,True,photos/photo_21690@11-02-2026_19-58-51.jpg,$SPX PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30257,11.02.2026 22:42:05 UTC+03:00,2026-02-11 14:42:05,2026-02-11,14:42,14,42,Wednesday,True,photos/photo_21691@11-02-2026_22-42-05.jpg,SPX(W) PUT HERO⚡️11-FEB,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30258,11.02.2026 22:42:06 UTC+03:00,2026-02-11 14:42:06,2026-02-11,14:42,14,42,Wednesday,True,photos/photo_21692@11-02-2026_22-42-06.jpg,SPX(W) PUT HERO⚡️11-FEB,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30259,11.02.2026 22:42:06 UTC+03:00,2026-02-11 14:42:06,2026-02-11,14:42,14,42,Wednesday,True,photos/photo_21693@11-02-2026_22-42-06.jpg,SPX(W) PUT HERO⚡️11-FEB,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30335,12.02.2026 21:38:21 UTC+03:00,2026-02-12 13:38:21,2026-02-12,13:38,13,38,Thursday,True,photos/photo_21763@12-02-2026_21-38-21.jpg,$SPX CALL HERO⚡️ بشرط تجاوز نقطة 6860⚡️,SPX_CALL_ALERT,6860,6860.0,,,,True,False,False,False,telegram_data/messages2.html,684.06,6840.599999999999,-0.284,-19.4,False,6860.0,O:SPXW260212C06860000,13.5,0.03,21.7,0.02,60.7,-99.9,True,True,71.65
30398,13.02.2026 17:51:07 UTC+03:00,2026-02-13 09:51:07,2026-02-13,09:51,9,51,Friday,True,photos/photo_21817@13-02-2026_17-51-07.jpg,$SPX PUT HERO⚡️ شخصياً ادنى 6867-6857 ⛔️ مناسب لمضارب البوت❤️,SPX_PUT_HERO,"6867,6857",6867.0,,6867.0,,True,False,False,True,telegram_data/messages2.html,680.829,6808.289999999999,-0.862,-58.7,False,,,,,,,,,,,
30404,13.02.2026 18:39:22 UTC+03:00,2026-02-13 10:39:22,2026-02-13,10:39,10,39,Friday,True,photos/photo_21822@13-02-2026_18-39-22.jpg,$SPX PUT HERO⚡️ ⛔️مناسب ادنى 6878⛔️,SPX_PUT_HERO,6878,6878.0,,6878.0,,True,False,False,False,telegram_data/messages2.html,682.89,6828.9,-0.719,-49.1,False,,,,,,,,,,,
30408,13.02.2026 20:18:19 UTC+03:00,2026-02-13 12:18:19,2026-02-13,12:18,12,18,Friday,True,photos/photo_21825@13-02-2026_20-18-19.jpg,$SPX (PUT HERO)⚡️ يفشــل باغلاق ساعة أعلى 6880❌ ضارب واستفيد ⛔️,SPX_PUT_HERO,6880,6880.0,,,6880.0,True,True,False,False,telegram_data/messages2.html,685.02,6850.2,-0.435,-29.8,False,6880.0,O:SPXW260213P06880000,19.8,45.5,60.7,9.5,206.6,-52.0,True,True,203.68333333333334
30409,13.02.2026 20:18:19 UTC+03:00,2026-02-13 12:18:19,2026-02-13,12:18,12,18,Friday,True,photos/photo_21826@13-02-2026_20-18-19.jpg,$SPX ⚡️PUT HERO⚡️ ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30486,17.02.2026 19:30:00 UTC+03:00,2026-02-17 11:30:00,2026-02-17,11:30,11,30,Tuesday,True,photos/photo_21874@17-02-2026_19-30-00.jpg,$SPX ( PUT HERO )⛔️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30492,17.02.2026 22:02:36 UTC+03:00,2026-02-17 14:02:36,2026-02-17,14:02,14,2,Tuesday,True,photos/photo_21877@17-02-2026_22-02-36.jpg,$SPX ( PUT HERO )⛔️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30507,18.02.2026 19:21:40 UTC+03:00,2026-02-18 11:21:40,2026-02-18,11:21,11,21,Wednesday,True,photos/photo_21886@18-02-2026_19-21-40.jpg,شخصـياً⬇️ $SPX (PUT HERO⚡️)⛔️ الوقف ساعة أعلى 6915-6925❌ ويفضل كسر 6881 يعطينا🩸💰,SPX_PUT_HERO,"6915,6925,6881",6915.0,,,6915.0,True,False,False,False,telegram_data/messages2.html,688.19,6881.900000000001,-0.481,-33.1,False,6915.0,O:SPXW260218P06915000,19.34,28.96,57.0,10.3,194.7,-46.7,True,True,239.33333333333334
30569,19.02.2026 21:08:57 UTC+03:00,2026-02-19 13:08:57,2026-02-19,13:08,13,8,Thursday,True,photos/photo_21933@19-02-2026_21-08-57.jpg,SPX(SPXW) PUT HERO DAY 19-FEB ( مضاربي⚡️),SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30571,19.02.2026 21:09:03 UTC+03:00,2026-02-19 13:09:03,2026-02-19,13:09,13,9,Thursday,True,photos/photo_21935@19-02-2026_21-09-03.jpg,SPX(SPXW) PUT HERO DAY 19-FEB ( مضاربي⚡️),SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30573,19.02.2026 21:09:10 UTC+03:00,2026-02-19 13:09:10,2026-02-19,13:09,13,9,Thursday,True,photos/photo_21937@19-02-2026_21-09-10.jpg,SPX(SPXW) PUT HERO DAY 19-FEB ( مضاربي⚡️),SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30575,19.02.2026 21:09:16 UTC+03:00,2026-02-19 13:09:16,2026-02-19,13:09,13,9,Thursday,True,photos/photo_21939@19-02-2026_21-09-16.jpg,SPX(SPXW) PUT HERO DAY 19-FEB ( مضاربي⚡️),SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30577,19.02.2026 21:09:24 UTC+03:00,2026-02-19 13:09:24,2026-02-19,13:09,13,9,Thursday,True,photos/photo_21941@19-02-2026_21-09-24.jpg,SPX(SPXW) PUT HERO DAY 19-FEB ( مضاربي⚡️),SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30579,19.02.2026 21:09:32 UTC+03:00,2026-02-19 13:09:32,2026-02-19,13:09,13,9,Thursday,True,photos/photo_21943@19-02-2026_21-09-32.jpg,SPX(SPXW) PUT HERO DAY 19-FEB ( مضاربي⚡️),SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30581,19.02.2026 21:10:19 UTC+03:00,2026-02-19 13:10:19,2026-02-19,13:10,13,10,Thursday,True,photos/photo_21945@19-02-2026_21-10-19.jpg,SPX(SPXW) PUT HERO DAY 19-FEB ( مضاربي⚡️),SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30586,19.02.2026 22:31:36 UTC+03:00,2026-02-19 14:31:36,2026-02-19,14:31,14,31,Thursday,True,photos/photo_21948@19-02-2026_22-31-36.jpg,$SPX ⚡️ أدنى 6870 ضارب PUT⛔️,SPX_PUT_ALERT,6870,6870.0,,6870.0,,False,False,False,False,telegram_data/messages2.html,683.5,6835.0,-0.512,-35.0,False,6870.0,O:SPXW260219P06870000,19.5,8.6,33.0,8.6,69.2,-55.9,True,True,7.4
30588,19.02.2026 23:46:24 UTC+03:00,2026-02-19 15:46:24,2026-02-19,15:46,15,46,Thursday,True,photos/photo_21949@19-02-2026_23-46-24.jpg,$SPX (W) PUT HERO| 19 اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30590,19.02.2026 23:46:31 UTC+03:00,2026-02-19 15:46:31,2026-02-19,15:46,15,46,Thursday,True,photos/photo_21951@19-02-2026_23-46-31.jpg,$SPX (W) PUT HERO| 19 اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30615,20.02.2026 19:11:24 UTC+03:00,2026-02-20 11:11:24,2026-02-20,11:11,11,11,Friday,True,photos/photo_21964@20-02-2026_19-11-24.jpg,$SPX PUT HERO ⚡️ STOP 🛑 6920,SPX_PUT_HERO,6920,6920.0,6920.0,,,True,False,False,False,telegram_data/messages2.html,688.5,6885.0,-0.508,-35.0,False,6920.0,O:SPXW260220P06920000,21.83,10.5,61.3,9.26,180.8,-57.6,True,True,72.6
30656,20.02.2026 22:07:28 UTC+03:00,2026-02-20 14:07:28,2026-02-20,14:07,14,7,Friday,True,photos/photo_21972@20-02-2026_22-07-28.jpg,$SPX PUT HERO⚡️ نفس الوقف أعلى 6920-6930⛔️ ضارب واستفيد ادناها👌🏻,SPX_PUT_HERO,"6920,6930",6920.0,,,6920.0,True,False,False,False,telegram_data/messages2.html,689.16,6891.599999999999,-0.412,-28.4,False,6920.0,O:SPXW260220P06920000,15.1,10.5,25.0,9.26,65.6,-38.7,True,False,41.53333333333333
30708,23.02.2026 17:49:14 UTC+03:00,2026-02-23 09:49:14,2026-02-23,09:49,9,49,Monday,True,photos/photo_21990@23-02-2026_17-49-14.jpg,$SPX (W) PUT | HERO⚡️ مناسب نفس الوقف ⬇️ ادنى نقاط 6920-6930 سلبي❤️,SPX_PUT_ALERT,"6920,6930",6920.0,,,,True,False,False,False,telegram_data/messages2.html,686.9,6869.0,-0.742,-51.0,False,6920.0,O:SPXW260223P06920000,30.6,91.01,98.0,29.5,220.3,-3.6,True,False,86.76666666666667
30748,23.02.2026 21:41:10 UTC+03:00,2026-02-23 13:41:10,2026-02-23,13:41,13,41,Monday,True,photos/photo_22025@23-02-2026_21-41-10.jpg,$SPX ⚡️PUT HERO⚡️ يفشل اغلاق ساعة أعلى 6865⛔️ للمضارب🔥,SPX_PUT_HERO,6865,6865.0,,,6865.0,True,True,False,True,telegram_data/messages2.html,683.26,6832.6,-0.474,-32.4,False,6865.0,O:SPXW260223P06865000,17.5,28.0,43.06,17.5,146.1,0.0,True,False,62.833333333333336
30769,24.02.2026 18:03:04 UTC+03:00,2026-02-24 10:03:04,2026-02-24,10:03,10,3,Tuesday,True,photos/photo_22039@24-02-2026_18-03-04.jpg,$SPX PUT HERO⚡️ ادنى نقاط 6888-6875 مناسب البوت للمضارب ❤️,SPX_PUT_HERO,"6888,6875",6888.0,,,,True,False,False,True,telegram_data/messages2.html,682.97,6829.700000000001,-0.854,-58.3,False,,,,,,,,,,,
30772,24.02.2026 19:18:40 UTC+03:00,2026-02-24 11:18:40,2026-02-24,11:18,11,18,Tuesday,True,photos/photo_22041@24-02-2026_19-18-40.jpg,$SPX PUT HERO⚡️ مناسب أدنى 6920-6900⛔️,SPX_PUT_HERO,"6920,6900",6920.0,,6920.0,,True,False,False,False,telegram_data/messages2.html,686.21,6862.1,-0.844,-57.9,False,6920.0,O:SPXW260224P06920000,44.0,29.3,51.96,21.25,18.1,-51.7,False,True,14.333333333333334
30777,24.02.2026 20:38:14 UTC+03:00,2026-02-24 12:38:14,2026-02-24,12:38,12,38,Tuesday,True,photos/photo_22044@24-02-2026_20-38-14.jpg,$SPX PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html,,,,,,,,,,,,,,,,
30790,25.02.2026 17:43:11 UTC+03:00,2026-02-25 09:43:11,2026-02-25,09:43,9,43,Wednesday,True,photos/photo_22052@25-02-2026_17-43-11.jpg,$SPX PUT HERO⚡️ مناسب ادنى 6950-6940⛔️ يفضل كسر 6910-6900 يعطينا💰,SPX_PUT_HERO,"6950,6940,6910,6900",6950.0,,6950.0,,True,False,False,False,telegram_data/messages2.html,690.99,6909.9,-0.58,-40.1,False,6950.0,O:SPXW260225P06950000,22.4,3.2,32.4,0.9,44.6,-96.0,False,True,32.81666666666667
