msg_id,timestamp_raw,timestamp_et,date_et,time_et,hour_et,minute_et,day_of_week,has_image,image_file,text,msg_type,spx_levels,main_level,stop_level,below_level,above_level,is_hero,has_hourly_stop,has_daily_stop,is_scalper,source_file
29400,21.01.2026 22:38:30 UTC+03:00,2026-01-21 14:38:30,2026-01-21,14:38,14,38,Wednesday,False,,$SPX #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29401,21.01.2026 22:52:22 UTC+03:00,2026-01-21 14:52:22,2026-01-21,14:52,14,52,Wednesday,True,photos/photo_21046@21-01-2026_22-52-22.jpg,$SPX ⚡️شايف التذبذب ! بسبب الأخبار بالنسبة PUT - مضاربي ⚡️ الوقف اغلاق يومي أعلى 6915❌,SPX_PUT_ALERT,6915,6915.0,,,6915.0,False,False,True,True,telegram_data/messages.html
29414,21.01.2026 23:12:06 UTC+03:00,2026-01-21 15:12:06,2026-01-21,15:12,15,12,Wednesday,True,photos/photo_21058@21-01-2026_23-12-06.jpg,$SPX | الوقت إذا يساعدنا ⚡️ ادنى 6890-6880 جميللللل البوت☑️,SPX_ANALYSIS,"6890,6880",6890.0,,6890.0,,False,False,False,False,telegram_data/messages.html
29434,22.01.2026 02:12:07 UTC+03:00,2026-01-21 18:12:07,2026-01-21,18:12,18,12,Wednesday,True,photos/photo_21074@22-01-2026_02-12-07.jpg,#US500 #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29439,22.01.2026 07:30:07 UTC+03:00,2026-01-21 23:30:07,2026-01-21,23:30,23,30,Wednesday,True,photos/photo_21075@22-01-2026_07-30-07.jpg,#US500 | #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29445,22.01.2026 18:03:05 UTC+03:00,2026-01-22 10:03:05,2026-01-22,10:03,10,3,Thursday,True,photos/photo_21077@22-01-2026_18-03-05.jpg,$SPX PUT HERO !⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29446,22.01.2026 18:03:58 UTC+03:00,2026-01-22 10:03:58,2026-01-22,10:03,10,3,Thursday,True,photos/photo_21078@22-01-2026_18-03-58.jpg,$SPX #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29447,22.01.2026 18:17:45 UTC+03:00,2026-01-22 10:17:45,2026-01-22,10:17,10,17,Thursday,True,photos/photo_21079@22-01-2026_18-17-45.jpg,$SPX ⚡️ 📈⬇️ ادنى 6930-6910-6900 ضغط سلبي⛔️,SPX_ANALYSIS,"6930,6910,6900",6930.0,,6930.0,,False,False,False,False,telegram_data/messages.html
29454,22.01.2026 18:51:03 UTC+03:00,2026-01-22 10:51:03,2026-01-22,10:51,10,51,Thursday,True,photos/photo_21086@22-01-2026_18-51-03.jpg,$SPX #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29455,22.01.2026 19:58:16 UTC+03:00,2026-01-22 11:58:16,2026-01-22,11:58,11,58,Thursday,True,photos/photo_21087@22-01-2026_19-58-16.jpg,$SPX PUT HERO⚡️ STOP 🛑 6945-6935 ⛔️,SPX_PUT_HERO,"6945,6935",6945.0,6945.0,,,True,False,False,False,telegram_data/messages.html
29457,22.01.2026 20:39:30 UTC+03:00,2026-01-22 12:39:30,2026-01-22,12:39,12,39,Thursday,True,photos/photo_21089@22-01-2026_20-39-30.jpg,$SPX HERO | ⬇️ أدنى نقاط : 6945-6935 (للمضارب)⛔️,SPX_ANALYSIS,"6945,6935",6945.0,,,,True,False,False,True,telegram_data/messages.html
29489,23.01.2026 18:20:05 UTC+03:00,2026-01-23 10:20:05,2026-01-23,10:20,10,20,Friday,True,photos/photo_21118@23-01-2026_18-20-05.jpg,#US500 ⚡️ ⬇️ بشكل عام ادنى 6935-6925 PUT❤️ ضارب بوت واستفيد ☑️ النقطة الاهم كسر 6892 نشوف سريع🩸,SPX_PUT_ALERT,"6935,6925,6892",6935.0,,6935.0,,False,False,False,False,telegram_data/messages.html
29490,23.01.2026 18:20:05 UTC+03:00,2026-01-23 10:20:05,2026-01-23,10:20,10,20,Friday,True,photos/photo_21119@23-01-2026_18-20-05.jpg,$SPX PUT HERO ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29492,23.01.2026 19:07:04 UTC+03:00,2026-01-23 11:07:04,2026-01-23,11:07,11,7,Friday,True,photos/photo_21121@23-01-2026_19-07-04.jpg,$SPX PUT HERO !⚡️ أدنى نقاط : 6945-6935 مناسب👌🏻,SPX_PUT_HERO,"6945,6935",6945.0,,,,True,False,False,False,telegram_data/messages.html
29526,23.01.2026 22:30:55 UTC+03:00,2026-01-23 14:30:55,2026-01-23,14:30,14,30,Friday,True,photos/photo_21146@23-01-2026_22-30-55.jpg,$SPX HERO ⚡️ ادنى 6935-6930⛔️ PUT☑️,SPX_PUT_ALERT,"6935,6930",6935.0,,6935.0,,True,False,False,False,telegram_data/messages.html
29531,23.01.2026 22:41:55 UTC+03:00,2026-01-23 14:41:55,2026-01-23,14:41,14,41,Friday,True,photos/photo_21151@23-01-2026_22-41-55.jpg,$SPX | عندنا ساعة ⚡️ بحال كسر 6912-6910 حلو البوت❤️😍,SPX_ANALYSIS,"6912,6910",6912.0,,,,False,False,False,False,telegram_data/messages.html
29555,25.01.2026 22:32:44 UTC+03:00,2026-01-25 14:32:44,2026-01-25,14:32,14,32,Sunday,False,,#US500 ⚡️| #تحديث !! تفاعلللللللللللللللللللللل🔥,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29559,26.01.2026 04:36:49 UTC+03:00,2026-01-25 20:36:49,2026-01-25,20:36,20,36,Sunday,True,photos/photo_21165@26-01-2026_04-36-49.jpg,#US500 ⚡️ #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29560,26.01.2026 09:35:07 UTC+03:00,2026-01-26 01:35:07,2026-01-26,01:35,1,35,Monday,True,photos/photo_21166@26-01-2026_09-35-07.jpg,#US500 ⚡️ | #تحديث بشـكل عام يفضل اغلاق يومي⛔️ __________________________ ⬇️يأكد تحديد الاتجاه ☑️ اغلاق يومي اعلى 6935 🟢 اغلاق يومي ادنى 6880 🔴,SPX_UPDATE,"6935,6880",6935.0,,6880.0,6935.0,False,False,True,False,telegram_data/messages.html
29562,26.01.2026 17:10:54 UTC+03:00,2026-01-26 09:10:54,2026-01-26,09:10,9,10,Monday,True,photos/photo_21167@26-01-2026_17-10-54.jpg,#US500 ⚡️ #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29563,26.01.2026 17:56:08 UTC+03:00,2026-01-26 09:56:08,2026-01-26,09:56,9,56,Monday,True,photos/photo_21168@26-01-2026_17-56-08.jpg,$SPX #تحديث ⚡️ المغامره بكول من هالمناطق مخاطره⛔️ نراقب اغلاق اليوم ⚠️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29564,26.01.2026 18:41:18 UTC+03:00,2026-01-26 10:41:18,2026-01-26,10:41,10,41,Monday,True,photos/photo_21169@26-01-2026_18-41-18.jpg,$SPX | ⚡️PUT HERO ⚡️ أدنى 6985-6965 مازال سلبي⛔️,SPX_PUT_HERO,"6985,6965",6985.0,,6985.0,,True,False,False,False,telegram_data/messages.html
29567,26.01.2026 21:40:29 UTC+03:00,2026-01-26 13:40:29,2026-01-26,13:40,13,40,Monday,True,photos/photo_21171@26-01-2026_21-40-29.jpg,$SPX (W) PUT HERO اليوم مضاربي⚡️,SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages.html
29568,26.01.2026 21:40:29 UTC+03:00,2026-01-26 13:40:29,2026-01-26,13:40,13,40,Monday,True,photos/photo_21172@26-01-2026_21-40-29.jpg,$SPX (W) PUT HERO اليوم مضاربي⚡️,SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages.html
29569,26.01.2026 21:40:29 UTC+03:00,2026-01-26 13:40:29,2026-01-26,13:40,13,40,Monday,True,photos/photo_21173@26-01-2026_21-40-29.jpg,$SPX (W) PUT HERO اليوم مضاربي⚡️,SPX_PUT_HERO,,,,,,True,False,False,True,telegram_data/messages.html
29580,27.01.2026 00:01:54 UTC+03:00,2026-01-26 16:01:54,2026-01-26,16:01,16,1,Monday,True,photos/photo_21181@27-01-2026_00-01-54.jpg,#US500 ⚡️ #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29588,27.01.2026 03:59:13 UTC+03:00,2026-01-26 19:59:13,2026-01-26,19:59,19,59,Monday,True,photos/photo_21186@27-01-2026_03-59-13.jpg,#US500 | #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29590,27.01.2026 18:06:35 UTC+03:00,2026-01-27 10:06:35,2026-01-27,10:06,10,6,Tuesday,True,photos/photo_21187@27-01-2026_18-06-35.jpg,$SPX ⚡️⬇️ ادنى نقاط 7000-6985 (PUT)⛔️ للمضارب ☑️,SPX_PUT_ALERT,"7000,6985",7000.0,,,,False,False,False,True,telegram_data/messages.html
29593,27.01.2026 20:19:38 UTC+03:00,2026-01-27 12:19:38,2026-01-27,12:19,12,19,Tuesday,True,photos/photo_21190@27-01-2026_20-19-38.jpg,$SPX ⚡️ PUT HERO⛔️ مناسب ادنى 7000-6995☑️,SPX_PUT_HERO,"7000,6995",7000.0,,7000.0,,True,False,False,False,telegram_data/messages.html
29594,27.01.2026 21:10:12 UTC+03:00,2026-01-27 13:10:12,2026-01-27,13:10,13,10,Tuesday,True,photos/photo_21191@27-01-2026_21-10-12.jpg,$SPX ⚡️ تفاعل البوت (PUT) بكسر 6966⛔️ 🔴 حديث ترامب الساعة 10:00 م تداول بحذر وبدون كميات ⚠️,SPX_PUT_ALERT,6966,6966.0,,,,False,False,False,False,telegram_data/messages.html
29595,27.01.2026 21:22:03 UTC+03:00,2026-01-27 13:22:03,2026-01-27,13:22,13,22,Tuesday,True,photos/photo_21192@27-01-2026_21-22-03.jpg,$SPX #تحديث ⛔️ بكل اختصار الـPUT بكسر 6966-6955🔴 غير ذالك يبقى إيجابي جداً جداً🟢,SPX_PUT_ALERT,"6966,6955",6966.0,,,,False,False,False,False,telegram_data/messages.html
29601,28.01.2026 11:56:31 UTC+03:00,2026-01-28 03:56:31,2026-01-28,03:56,3,56,Wednesday,True,photos/photo_21196@28-01-2026_11-56-31.jpg,#US500 #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29606,28.01.2026 17:57:24 UTC+03:00,2026-01-28 09:57:24,2026-01-28,09:57,9,57,Wednesday,True,photos/photo_21199@28-01-2026_17-57-24.jpg,$SPX #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29614,28.01.2026 23:15:11 UTC+03:00,2026-01-28 15:15:11,2026-01-28,15:15,15,15,Wednesday,True,photos/photo_21204@28-01-2026_23-15-11.jpg,$SPX PUT HERO ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29632,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21216@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29633,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21217@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29634,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21218@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29635,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21219@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29636,29.01.2026 20:42:26 UTC+03:00,2026-01-29 12:42:26,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21220@29-01-2026_20-42-26.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29637,29.01.2026 20:42:31 UTC+03:00,2026-01-29 12:42:31,2026-01-29,12:42,12,42,Thursday,True,photos/photo_21221@29-01-2026_20-42-31.jpg,$SPX PUT HERO ⚡️ من أربـاحك💰,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29664,29.01.2026 21:55:18 UTC+03:00,2026-01-29 13:55:18,2026-01-29,13:55,13,55,Thursday,True,photos/photo_21247@29-01-2026_21-55-18.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29665,29.01.2026 21:55:18 UTC+03:00,2026-01-29 13:55:18,2026-01-29,13:55,13,55,Thursday,True,photos/photo_21248@29-01-2026_21-55-18.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29666,29.01.2026 21:55:18 UTC+03:00,2026-01-29 13:55:18,2026-01-29,13:55,13,55,Thursday,True,photos/photo_21249@29-01-2026_21-55-18.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29671,29.01.2026 21:59:56 UTC+03:00,2026-01-29 13:59:56,2026-01-29,13:59,13,59,Thursday,True,photos/photo_21252@29-01-2026_21-59-56.jpg,$SPX #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages.html
29673,29.01.2026 22:31:13 UTC+03:00,2026-01-29 14:31:13,2026-01-29,14:31,14,31,Thursday,True,photos/photo_21253@29-01-2026_22-31-13.jpg,$SPX PUT HERO⚡️ مناسب ادنى 6962-6955⛔️,SPX_PUT_HERO,"6962,6955",6962.0,,6962.0,,True,False,False,False,telegram_data/messages.html
29674,29.01.2026 22:34:20 UTC+03:00,2026-01-29 14:34:20,2026-01-29,14:34,14,34,Thursday,True,photos/photo_21254@29-01-2026_22-34-20.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29675,29.01.2026 22:34:20 UTC+03:00,2026-01-29 14:34:20,2026-01-29,14:34,14,34,Thursday,True,photos/photo_21255@29-01-2026_22-34-20.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29676,29.01.2026 22:34:20 UTC+03:00,2026-01-29 14:34:20,2026-01-29,14:34,14,34,Thursday,True,photos/photo_21256@29-01-2026_22-34-20.jpg,$SPX (W) PUT HERO ! ⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29730,30.01.2026 20:35:06 UTC+03:00,2026-01-30 12:35:06,2026-01-30,12:35,12,35,Friday,True,photos/photo_21302@30-01-2026_20-35-06.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29732,30.01.2026 20:35:14 UTC+03:00,2026-01-30 12:35:14,2026-01-30,12:35,12,35,Friday,True,photos/photo_21304@30-01-2026_20-35-14.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29734,30.01.2026 20:35:22 UTC+03:00,2026-01-30 12:35:22,2026-01-30,12:35,12,35,Friday,True,photos/photo_21306@30-01-2026_20-35-22.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29736,30.01.2026 20:35:31 UTC+03:00,2026-01-30 12:35:31,2026-01-30,12:35,12,35,Friday,True,photos/photo_21308@30-01-2026_20-35-31.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29738,30.01.2026 20:35:38 UTC+03:00,2026-01-30 12:35:38,2026-01-30,12:35,12,35,Friday,True,photos/photo_21310@30-01-2026_20-35-38.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29740,30.01.2026 20:35:46 UTC+03:00,2026-01-30 12:35:46,2026-01-30,12:35,12,35,Friday,True,photos/photo_21312@30-01-2026_20-35-46.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29742,30.01.2026 20:35:53 UTC+03:00,2026-01-30 12:35:53,2026-01-30,12:35,12,35,Friday,True,photos/photo_21314@30-01-2026_20-35-53.jpg,$SPX (W) PUT HERO | اليوم⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29763,30.01.2026 22:09:28 UTC+03:00,2026-01-30 14:09:28,2026-01-30,14:09,14,9,Friday,True,photos/photo_21332@30-01-2026_22-09-28.jpg,$SPX (W) PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29764,30.01.2026 22:09:28 UTC+03:00,2026-01-30 14:09:28,2026-01-30,14:09,14,9,Friday,True,photos/photo_21333@30-01-2026_22-09-28.jpg,$SPX (W) PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29765,30.01.2026 22:09:28 UTC+03:00,2026-01-30 14:09:28,2026-01-30,14:09,14,9,Friday,True,photos/photo_21334@30-01-2026_22-09-28.jpg,$SPX (W) PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29766,30.01.2026 22:09:28 UTC+03:00,2026-01-30 14:09:28,2026-01-30,14:09,14,9,Friday,True,photos/photo_21335@30-01-2026_22-09-28.jpg,$SPX PUT HERO⚡️ من أربـاحــــك💰,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages.html
29771,30.01.2026 22:32:19 UTC+03:00,2026-01-30 14:32:19,2026-01-30,14:32,14,32,Friday,True,photos/photo_21340@30-01-2026_22-32-19.jpg,$SPX ⚡️ طبعاً بحال كسر 6930-6920 حلوين🩸,SPX_ANALYSIS,"6930,6920",6930.0,,,,False,False,False,False,telegram_data/messages.html
29810,02.02.2026 11:14:09 UTC+03:00,2026-02-02 03:14:09,2026-02-02,03:14,3,14,Monday,True,photos/photo_21358@02-02-2026_11-14-09.jpg,#US500 ⚡️ ادنى مناطق 6975-6950 ضارب PUT⛔️,SPX_PUT_ALERT,"6975,6950",6975.0,,,,False,False,False,False,telegram_data/messages2.html
29814,02.02.2026 15:53:46 UTC+03:00,2026-02-02 07:53:46,2026-02-02,07:53,7,53,Monday,True,photos/photo_21360@02-02-2026_15-53-46.jpg,#تحديث #US500 ⚡️ نضارب call ⚡️ أعلى 6858 ✅ والمخاطرة عاليه جداً ويكون الوقف ❌ دراية جلوبال يمديك تنفذ الأمر خارج السوق ☑️ ولاكن لا يوجد وقف خساره خارج السوق⛔️,SPX_CALL_ALERT,6858,6858.0,,,6858.0,False,False,False,False,telegram_data/messages2.html
29830,02.02.2026 17:39:18 UTC+03:00,2026-02-02 09:39:18,2026-02-02,09:39,9,39,Monday,True,photos/photo_21360@02-02-2026_15-53-46.jpg,#تحديث #US500 ⚡️ نضارب call ⚡️ أعلى 6858 ✅ والمخاطرة عاليه جداً ويكون الوقف ❌,SPX_CALL_ALERT,6858,6858.0,,,6858.0,False,False,False,False,telegram_data/messages2.html
29832,02.02.2026 17:49:39 UTC+03:00,2026-02-02 09:49:39,2026-02-02,09:49,9,49,Monday,True,photos/photo_21364@02-02-2026_17-49-39.jpg,#US500 جميل جداً بتجاوز 6905🔥✅,SPX_ANALYSIS,6905,6905.0,,,,False,False,False,False,telegram_data/messages2.html
29834,02.02.2026 19:51:27 UTC+03:00,2026-02-02 11:51:27,2026-02-02,11:51,11,51,Monday,True,photos/photo_21366@02-02-2026_19-51-27.jpg,$SPX #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages2.html
29835,02.02.2026 19:51:27 UTC+03:00,2026-02-02 11:51:27,2026-02-02,11:51,11,51,Monday,True,photos/photo_21367@02-02-2026_19-51-27.jpg,$SPX PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html
29864,03.02.2026 03:04:58 UTC+03:00,2026-02-02 19:04:58,2026-02-02,19:04,19,4,Monday,True,photos/photo_21390@03-02-2026_03-04-58.jpg,#US500 #تحديث ⚡️,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages2.html
29874,03.02.2026 18:35:52 UTC+03:00,2026-02-03 10:35:52,2026-02-03,10:35,10,35,Tuesday,True,photos/photo_21394@03-02-2026_18-35-52.jpg,$SPX | #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages2.html
29888,03.02.2026 23:21:38 UTC+03:00,2026-02-03 15:21:38,2026-02-03,15:21,15,21,Tuesday,True,photos/photo_21406@03-02-2026_23-21-38.jpg,$SPX ⚡️ تجاوز 6900-6905 ينفجر CALL🔥,SPX_CALL_ALERT,"6900,6905",6900.0,,,,False,False,False,False,telegram_data/messages2.html
29891,03.02.2026 23:37:08 UTC+03:00,2026-02-03 15:37:08,2026-02-03,15:37,15,37,Tuesday,True,photos/photo_21407@03-02-2026_23-37-08.jpg,$SPX ⚡️ لا يرجع ادنى 6900-6895⛔️ أعلاها يكمل مضارب call😍🔥,SPX_CALL_ALERT,"6900,6895",6900.0,,6900.0,,False,False,False,True,telegram_data/messages2.html
29946,04.02.2026 04:14:58 UTC+03:00,2026-02-03 20:14:58,2026-02-03,20:14,20,14,Tuesday,True,photos/photo_21366@02-02-2026_19-51-27.jpg,$SPX #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages2.html
30001,04.02.2026 22:48:31 UTC+03:00,2026-02-04 14:48:31,2026-02-04,14:48,14,48,Wednesday,True,photos/photo_21508@04-02-2026_22-48-31.jpg,#US500 ⚡️ #تحديث ⚡️ مبروك 🎉 نسجل هدفين 🔥 لا يرجع يكسر 6870❌ وأعلاها جيد✅,SPX_UPDATE,6870,6870.0,,,,False,False,False,False,telegram_data/messages2.html
30007,04.02.2026 23:08:01 UTC+03:00,2026-02-04 15:08:01,2026-02-04,15:08,15,8,Wednesday,True,photos/photo_21511@04-02-2026_23-08-01.jpg,#US500 !!!!! PUT HERO⚡️,SPX_PUT_HERO,,,,,,True,False,False,False,telegram_data/messages2.html
30051,05.02.2026 04:51:35 UTC+03:00,2026-02-04 20:51:35,2026-02-04,20:51,20,51,Wednesday,True,photos/photo_21544@05-02-2026_04-51-35.jpg,#US500 ⚡️ #تحديث 🟢CALL :6918 ( بتجاوز النقطة ) 🔴PUT :6889 ( بكسر النقطة ),SPX_PUT_ALERT,"6918,6889",6918.0,,,,False,False,False,False,telegram_data/messages2.html
30058,05.02.2026 16:43:43 UTC+03:00,2026-02-05 08:43:43,2026-02-05,08:43,8,43,Thursday,True,photos/photo_21550@05-02-2026_16-43-43.jpg,#US500 ⬇️ بحال حافظنا على 6825-6830 جيد☑️ ومناسب الكول اليوم للمضارب✅,SPX_ANALYSIS,"6825,6830",6825.0,,,,False,False,False,True,telegram_data/messages2.html
30060,05.02.2026 17:38:16 UTC+03:00,2026-02-05 09:38:16,2026-02-05,09:38,9,38,Thursday,True,photos/photo_21551@05-02-2026_17-38-16.jpg,$SPX (CALL HERO)⚡️ STOP 🛑 6790 ❌ ( 1H ),SPX_CALL_ALERT,6790,6790.0,6790.0,,,True,True,False,False,telegram_data/messages2.html
30061,05.02.2026 17:49:33 UTC+03:00,2026-02-05 09:49:33,2026-02-05,09:49,9,49,Thursday,True,photos/photo_21552@05-02-2026_17-49-33.jpg,$SPX 🔥 مهم ‼️ جداً المحافظة على نقاط ⬇️ 6820-6800-6790☑️,SPX_ANALYSIS,"6820,6800,6790",6820.0,,,,False,False,False,False,telegram_data/messages2.html
30062,05.02.2026 17:57:47 UTC+03:00,2026-02-05 09:57:47,2026-02-05,09:57,9,57,Thursday,True,photos/photo_21553@05-02-2026_17-57-47.jpg,$SPX ⚡️ بشكل عام ادنى 6860 البوت مناسب🩸 تجاوز نقطة 6860 الكول اقرب وينفجر🔥,SPX_ANALYSIS,"6860,6860",6860.0,,6860.0,,False,False,False,False,telegram_data/messages2.html
30063,05.02.2026 18:18:01 UTC+03:00,2026-02-05 10:18:01,2026-02-05,10:18,10,18,Thursday,True,photos/photo_21554@05-02-2026_18-18-01.jpg,$SPX ⛔️ CALL HERO⚡️ STOP 🛑 6790 ( اغلاق شمعة ساعة ) نراقب هالمناطق ☑️,SPX_CALL_ALERT,6790,6790.0,6790.0,,,True,False,False,False,telegram_data/messages2.html
30066,05.02.2026 18:39:39 UTC+03:00,2026-02-05 10:39:39,2026-02-05,10:39,10,39,Thursday,True,photos/photo_21557@05-02-2026_18-39-39.jpg,$SPX ⚡️ تجاوز 6800 جميل CALL HERO🟢 ادناها غير جيد ابداً ⛔️ عموما الكول مناسب الان للمضارب 🔥 الوقف بكسر 6760-6750❌,SPX_CALL_ALERT,"6800,6760,6750",6800.0,,,,True,False,False,True,telegram_data/messages2.html
30067,05.02.2026 19:25:38 UTC+03:00,2026-02-05 11:25:38,2026-02-05,11:25,11,25,Thursday,True,photos/photo_21558@05-02-2026_19-25-38.jpg,$SPX ⚡️ تجاوز 6822 جميل الكول للمضارب ايضاً,SPX_ANALYSIS,6822,6822.0,,,,False,False,False,True,telegram_data/messages2.html
30069,05.02.2026 19:32:18 UTC+03:00,2026-02-05 11:32:18,2026-02-05,11:32,11,32,Thursday,True,photos/photo_21559@05-02-2026_19-32-18.jpg,$SPX 😍🔥 #تحديث لا يرجع ادنى 6800⛔️ تحديث المستمر بالكول☑️,SPX_UPDATE,6800,6800.0,,6800.0,,False,False,False,False,telegram_data/messages2.html
30073,05.02.2026 20:57:55 UTC+03:00,2026-02-05 12:57:55,2026-02-05,12:57,12,57,Thursday,True,photos/photo_21563@05-02-2026_20-57-55.jpg,$SPX | #تحديث,SPX_UPDATE,,,,,,False,False,False,False,telegram_data/messages2.html
30074,05.02.2026 21:44:13 UTC+03:00,2026-02-05 13:44:13,2026-02-05,13:44,13,44,Thursday,True,photos/photo_21564@05-02-2026_21-44-13.jpg,$SPX CALL HERO⚡️ يفشل باغلاق ساعة ادنى 6800❌,SPX_CALL_ALERT,6800,6800.0,,6800.0,,True,True,False,False,telegram_data/messages2.html
30104,05.02.2026 23:42:54 UTC+03:00,2026-02-05 15:42:54,2026-02-05,15:42,15,42,Thursday,True,photos/photo_21590@05-02-2026_23-42-54.jpg,$SPX ⚡️ الوضع اليوم⚡️ عرضي⚡️ بكل الأحوال الأمور مازالت سلبية جداً ولاكن تضارب تستفيد☑️ اغلاق ادنى 6780 يكمل الهبوط🩸 المحافظة عليها جيد ويرتد للمضارب☑️,SPX_ANALYSIS,6780,6780.0,,6780.0,,False,False,False,True,telegram_data/messages2.html
30120,06.02.2026 17:10:54 UTC+03:00,2026-02-06 09:10:54,2026-02-06,09:10,9,10,Friday,True,photos/photo_21601@06-02-2026_17-10-54.jpg,#US500 ⚡️ #تحديث ⚡️ البوت يفضل أدنى 6820-6800⛔️ 🔘 الأصل: مؤشر S&P 500 🔘 الاتجاه: هبوط 🔴⬇️ 🔘 تاريخ الانتهاء: اليوم (6 فبراير) 🔘 أسلوب التداول: Day Trade 🎯 الهدف: (Target مضاربي) 💰 إدارة رأس المال: 5–10% فقط,SPX_UPDATE,"6820,6800",6820.0,,6820.0,,False,False,False,True,telegram_data/messages2.html
